"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"This test case test API to validate the audit logs details for when archive offline study","273","Validate the audit logs details for when archive offline study","tests.scenarios.audit_logs","Tue Dec 17 18:06:56 IST 2024","passed","Tue Dec 17 18:06:57 IST 2024","TestAuditLogsScenarios","test_audit_logs_scenarios","",""
"This test case tests API to Create Protocol for Endotoxin residue verification and validate the sample limits when select based on policy for direct and indirect when surface unit is SQM and volume unit is L","26172","Validate the sample limits of Endotoxin residue verification for direct indirect bop when unit is SQM and L","tests.scenarios.multi_production_protocol.protocol","Tue Dec 17 17:08:36 IST 2024","passed","Tue Dec 17 17:09:03 IST 2024","TestMultiProductionProtocol","test_multi_prodcution_protocol","",""
"This Test case test API to get all equipment details","18","Get All Equipment details","tests.unit.production","Tue Dec 17 18:06:07 IST 2024","passed","Tue Dec 17 18:06:07 IST 2024","TestEquipment","test_equipment","",""
"This test case test the swab & rinse sample limit of Nitrosamine map with production whenswab & rinse sample unit is in mg/ml & surface area is sqm and volume is L","10134","Test the swab & rinse limit of Nitrosamine map to production","tests.scenarios.nitrosamine_limits","Tue Dec 17 18:00:51 IST 2024","passed","Tue Dec 17 18:01:01 IST 2024","TestNitrosamineChemicalSampleLimit","test_nitrosamine_chemical_limits","",""
"This test case test the swab & rinse sample limit of equipment map with production forformulation when all (toxicity, dosage, default) criteria is selected & for active facility when all (toxicity, dosage, default, LD50) and swab & rinse sample unit is in ppmand default surface area is sqm and Volume is L","4425","Test the swab & rinse limit of equipment map to production","tests.scenarios","Tue Dec 17 15:33:04 IST 2024","passed","Tue Dec 17 15:33:08 IST 2024","TestChemicalSampleLimitProduction","test_chemical_sample_limit_production","",""
"This test case test API to validate the master data snapshot report for samples and sampling locations with excel file data","0","Validate master data snapshot report for Samples & Sampling Location","tests.scenarios.audit_portal","Tue Dec 17 15:31:55 IST 2024","skipped","Tue Dec 17 15:31:55 IST 2024","TestAuditPortalLimits","test_audit_portal_formulation_facility","",""
"This test case test the swab & rinse sample limit of equipment map with production forIntermediate and swab & rinse sample unit is in ug","0","Test the swab & rinse limit of equipment map to production for Intermediate","tests.scenarios","Tue Dec 17 15:32:47 IST 2024","skipped","Tue Dec 17 15:32:47 IST 2024","TestChemicalSampleLimitProduction","test_chemical_sample_limit_production","",""
"This test case tests API to Update details of Microbial Cleaning Limit Policy","148","Update Microbial Cleaning Limit Policy Details","tests.unit.settings.cleaning_limit_policies","Tue Dec 17 18:06:14 IST 2024","passed","Tue Dec 17 18:06:15 IST 2024","TestMicrobialLimitPolicy","test_microbial_limit_policy","",""
"This method is used to Unarchive the Products from master data","72","Unarchive the Products from master data","tests.unit.master_data","Tue Dec 17 18:05:57 IST 2024","passed","Tue Dec 17 18:05:58 IST 2024","TestProductMasterData","test_products_master_data","",""
"This method is used to add new parameter to batch detail of configure run form fields","0","Add new parameter to batch detail of configure run form fields","tests.unit.configure_run_form_field","Tue Dec 17 18:05:55 IST 2024","skipped","Tue Dec 17 18:05:55 IST 2024","TestConfigureRunFormFields","test_configure_run_form_fields","",""
"This test case tests SAL when Global Recovery Factor and All Criteria in Policy is selected for all production mapped to Equipment in API Facility","0","Test SAL of Production on Equipments for Global Recovery Factor in API Facility","tests.scenarios","Tue Dec 17 15:39:04 IST 2024","skipped","Tue Dec 17 15:39:04 IST 2024","TestLimitsOnEquipments","test_limit_equipments","",""
"This test case tests API to Create Protocol bioburden residue verification for split when select based on policy for fungal & bacterial of direct, and  for bacterial & fungal of Indirect when default surface unit is sqm and volume is L","15212","Create Protocol for bioburden residue verification for split when unit is sqm and L","tests.scenarios.multi_production_protocol.protocol","Tue Dec 17 16:54:56 IST 2024","passed","Tue Dec 17 16:55:11 IST 2024","TestMultiProductionProtocol","test_multi_prodcution_protocol","",""
"This test case tests API to edit the intermediate multi-production protocol","0","Edit the intermediate multi-production Protocol","tests.scenarios.multi_production_protocol.protocol","Tue Dec 17 17:33:10 IST 2024","skipped","Tue Dec 17 17:33:10 IST 2024","TestMultiProductionProtocolIntermediate","test_multi_production_protocol_intermediate","",""
"This test case API to register new user with security token to CLEEN with admin role","484","Register user with security token","tests.unit.user_management","Tue Dec 17 18:06:26 IST 2024","passed","Tue Dec 17 18:06:27 IST 2024","TestUserManagement","test_user_management","",""
"This method is used to archive the Intermediate from master data","0","Archive the Intermediate from master data","tests.unit.master_data","Tue Dec 17 18:05:57 IST 2024","skipped","Tue Dec 17 18:05:57 IST 2024","TestIntermediateMasterData","test_intemediate_master_data","",""
"This test case test API to Validate the audit logs details for updating master data active details","222","Validate the audit logs details for updating master data active details","tests.scenarios.audit_logs","Tue Dec 17 18:06:39 IST 2024","passed","Tue Dec 17 18:06:39 IST 2024","TestAuditLogsScenarios","test_audit_logs_scenarios","",""
"This test case test the cleaning agent from list of equipment sal when all criteria is selected (toxicity,default ARL) criteria is selected and sal unit is mg & default surface area is sqin","6987","Test Cleaning agent SAL","tests.scenarios","Tue Dec 17 15:37:08 IST 2024","passed","Tue Dec 17 15:37:15 IST 2024","TestCleaningAgentLimit","test_cleaning_agent_limit","",""
"This test case tests API to create an inspection on equipment and validate the nitrosamine residue verification chemical samples for surface area sqin and volume as l","588","Create Inspection on Equipment & Validate the Nitrosamine Residue Verification Chemical Samplesfor surface area sqin and volume as l","tests.scenarios.multi_production_protocol.inspection","Tue Dec 17 16:20:12 IST 2024","passed","Tue Dec 17 16:20:12 IST 2024","TestInspectionMultiProductionProtocolSqinl","test_multi_production_protocol_inspection_sqin_l","",""
"This test case tests API to get details of all cleaning assessment","282","Get All Cleaning Assessment","tests.unit.change_assessment","Tue Dec 17 18:05:49 IST 2024","passed","Tue Dec 17 18:05:49 IST 2024","TestCleaningAssessment","test_cleaning_assessment","",""
"This test case tests API to Create Protocol for multi-production protocol and create the study from approve protocol when surface area is sqin and volume is l","47932","Create the study from approved protocol","tests.scenarios.multi_production_protocol.study","Tue Dec 17 17:57:49 IST 2024","passed","Tue Dec 17 17:58:37 IST 2024","TestStudyMultiProductionProtocol","test_study_multi_production_protocol","",""
"This test case test API to validate the master data snapshot report for Equipment Group with excel file data","0","Validate master data snapshot report for Equipment Group","tests.scenarios.audit_portal","Tue Dec 17 15:31:46 IST 2024","skipped","Tue Dec 17 15:31:46 IST 2024","TestApiAuditPortalLimits","test_audit_portal_api_facility","",""
"This method is used to change the surface area of Equipment","0","Change surface area of Equipment","tests.unit.quick_actions","Tue Dec 17 18:06:13 IST 2024","skipped","Tue Dec 17 18:06:13 IST 2024","TestAddNewEquipment","test_quick_action_add_equipment","",""
"This test case test API to Validate the audit logs details for adding new productions","498","Validate the audit logs details for adding new productions","tests.scenarios.audit_logs","Tue Dec 17 18:06:38 IST 2024","passed","Tue Dec 17 18:06:39 IST 2024","TestAuditLogsScenarios","test_audit_logs_scenarios","",""
"This test case tests API to create an inspection on equipment and validate the Bioburden residue verification bioburden samples for split policy","66938","Create Inspection on Equipment & Validate the Microbial Residue Verification Samples for splitpolicy","tests.scenarios.multi_production_protocol.inspection","Tue Dec 17 16:39:22 IST 2024","passed","Tue Dec 17 16:40:29 IST 2024","TestInspectionMultiProductionProtocolSplitPolicy","test_multi_proudction_protocol_inspection_microbial_split_policy","",""
"This test case test the Nitrosamine sal from list of Production when SalMassUnit is ugdefault surface area is sqin","8131","Test Nitrosamine SAL","tests.scenarios.nitrosamine_limits","Tue Dec 17 18:04:38 IST 2024","passed","Tue Dec 17 18:04:46 IST 2024","TestNitrosamineLimit","test_nitrosamine_limits","",""
"This test case tests API to Create Protocol for multi-production protocol and create the study from approve protocol for microbial split custom policy","26657","Create the study from approved protocol for microbial split custom policy","tests.scenarios.multi_production_protocol.study","Tue Dec 17 17:59:12 IST 2024","passed","Tue Dec 17 17:59:38 IST 2024","TestStudyMultiProductionProtocol","test_study_multi_production_protocol","",""
"This test case tests API to Create Protocol for active residue verification and validate the sample limits when select based on policy for both direct and indirect","14337","Validate the sample limits of active residue verification","tests.scenarios.multi_production_protocol.protocol","Tue Dec 17 17:06:17 IST 2024","passed","Tue Dec 17 17:06:31 IST 2024","TestMultiProductionProtocol","test_multi_prodcution_protocol","",""
"This test case test the swab & rinse sample limit of equipment map with production forformulation when all (toxicity, dosage, default) criteria is selected & for active facility when all (toxicity, dosage, default, LD50) and swab & rinse sample unit is in mg","10980","Test the swab & rinse limit of equipment map to production","tests.scenarios","Tue Dec 17 15:32:26 IST 2024","passed","Tue Dec 17 15:32:37 IST 2024","TestChemicalSampleLimitProduction","test_chemical_sample_limit_production","",""
